card_id,release_date,card_number,name,rarity,extracted_date
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
11,2024-12-13,SBC2-ENA12,Speed Duel: Battle City Finals,Common,2024-11-27
12,2023-04-21,MRD-EN038,Metal Raiders (Lc01 25Th Anniversary Edition),Common,2024-11-27
12,2023-04-21,MRD-EN038,Metal Raiders (Lc01 25Th Anniversary Edition),Common,2024-11-27
13,2024-09-20,MP24-EN064,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
13,2024-09-20,MP24-EN064,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
14,2023-02-10,PHHY-EN039,Photon Hypernova,Ultra Rare,2024-11-27
15,2023-04-21,LOB-EN000,Legend Of Blue Eyes White Dragon (Lc01 25Th Anniversary Edition),Secret Rare,2024-11-27
15,2023-04-21,LOB-EN000,Legend Of Blue Eyes White Dragon (Lc01 25Th Anniversary Edition),Secret Rare,2024-11-27
15,2023-04-21,LOB-EN000,Legend Of Blue Eyes White Dragon (Lc01 25Th Anniversary Edition),Secret Rare,2024-11-27
16,2024-09-20,MP24-EN333,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
16,2024-09-20,MP24-EN333,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
17,2024-12-13,SBC2-ENC03,Speed Duel: Battle City Finals,Common,2024-11-27
18,2023-02-10,PHHY-EN078,Photon Hypernova,Secret Rare,2024-11-27
19,2023-05-05,CYAC-EN000,Cyberstorm Access,Ultra Rare,2024-11-27
20,2024-09-20,MP24-EN354,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
20,2024-09-20,MP24-EN354,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
20,2024-09-20,MP24-EN354,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
21,2024-04-26,LEDE-EN000,Legacy Of Destruction,Quarter Century Secret Rare,2024-11-27
21,2024-04-26,LEDE-EN000,Legacy Of Destruction,Quarter Century Secret Rare,2024-11-27
21,2024-04-26,LEDE-EN000,Legacy Of Destruction,Quarter Century Secret Rare,2024-11-27
21,2024-04-26,LEDE-EN000,Legacy Of Destruction,Quarter Century Secret Rare,2024-11-27
22,2023-07-28,DUNE-EN040,Duelist Nexus,Ultra Rare,2024-11-27
22,2023-07-28,DUNE-EN040,Duelist Nexus,Ultra Rare,2024-11-27
23,2023-06-23,BLMR-EN001,Battles Of Legend: Monstrous Revenge,Secret Rare,2024-11-27
23,2023-06-23,BLMR-EN001,Battles Of Legend: Monstrous Revenge,Secret Rare,2024-11-27
24,2023-06-23,BLMR-EN036,Battles Of Legend: Monstrous Revenge,Secret Rare,2024-11-27
25,2024-09-20,MP24-EN232,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
25,2024-09-20,MP24-EN232,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
26,2024-09-20,MP24-EN231,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
26,2024-09-20,MP24-EN231,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
27,2023-07-28,DUNE-EN081,Duelist Nexus,Common,2024-11-27
28,2023-07-28,DUNE-EN098,Duelist Nexus,Super Rare,2024-11-27
29,2024-09-20,MP24-EN230,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
29,2024-09-20,MP24-EN230,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
30,2024-09-20,MP24-EN228,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
30,2024-09-20,MP24-EN228,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
31,2023-07-28,DUNE-EN090,Duelist Nexus,Ultra Rare,2024-11-27
31,2023-07-28,DUNE-EN090,Duelist Nexus,Ultra Rare,2024-11-27
32,2024-09-20,MP24-EN107,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
32,2024-09-20,MP24-EN107,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
33,2023-07-28,DUNE-EN089,Duelist Nexus,Secret Rare,2024-11-27
33,2023-07-28,DUNE-EN089,Duelist Nexus,Secret Rare,2024-11-27
34,2023-07-28,DUNE-EN092,Duelist Nexus,Common,2024-11-27
35,2023-07-28,DUNE-EN091,Duelist Nexus,Common,2024-11-27
36,2024-09-20,MP24-EN229,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
36,2024-09-20,MP24-EN229,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
37,2023-07-28,DUNE-EN088,Duelist Nexus,Ultra Rare,2024-11-27
37,2023-07-28,DUNE-EN088,Duelist Nexus,Ultra Rare,2024-11-27
38,2024-09-20,MP24-EN225,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
38,2024-09-20,MP24-EN225,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
39,2023-07-28,DUNE-EN082,Duelist Nexus,Common,2024-11-27
40,2023-07-28,DUNE-EN085,Duelist Nexus,Super Rare,2024-11-27
41,2024-09-20,MP24-EN226,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
41,2024-09-20,MP24-EN226,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
42,2024-09-20,MP24-EN227,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
42,2024-09-20,MP24-EN227,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
43,2023-07-28,DUNE-EN087,Duelist Nexus,Super Rare,2024-11-27
44,2023-07-28,DUNE-EN086,Duelist Nexus,Super Rare,2024-11-27
45,2024-09-20,MP24-EN386,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
45,2024-09-20,MP24-EN386,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
46,2024-09-20,MP24-EN384,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
46,2024-09-20,MP24-EN384,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
47,2024-09-20,MP24-EN385,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
47,2024-09-20,MP24-EN385,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
48,2024-09-20,MP24-EN224,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
48,2024-09-20,MP24-EN224,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
49,2024-09-20,MP24-EN383,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
49,2024-09-20,MP24-EN383,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
50,2024-09-20,MP24-EN382,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
50,2024-09-20,MP24-EN382,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
51,2023-07-28,DUNE-EN073,Duelist Nexus,Common,2024-11-27
52,2023-07-28,DUNE-EN074,Duelist Nexus,Common,2024-11-27
53,2024-09-20,MP24-EN381,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
53,2024-09-20,MP24-EN381,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
54,2024-09-20,MP24-EN380,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
54,2024-09-20,MP24-EN380,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
55,2023-07-28,DUNE-EN069,Duelist Nexus,Common,2024-11-27
56,2024-09-20,MP24-EN379,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
56,2024-09-20,MP24-EN379,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
57,2024-09-20,MP24-EN377,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
57,2024-09-20,MP24-EN377,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
58,2024-09-20,MP24-EN378,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
58,2024-09-20,MP24-EN378,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
59,2024-09-20,MP24-EN106,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
59,2024-09-20,MP24-EN106,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
59,2024-09-20,MP24-EN106,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
60,2024-09-20,MP24-EN376,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
60,2024-09-20,MP24-EN376,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
61,2024-09-20,MP24-EN375,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
61,2024-09-20,MP24-EN375,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
62,2024-09-20,MP24-EN223,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
62,2024-09-20,MP24-EN223,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
63,2024-09-20,MP24-EN105,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
63,2024-09-20,MP24-EN105,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
63,2024-09-20,MP24-EN105,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
64,2024-09-20,MP24-EN104,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
64,2024-09-20,MP24-EN104,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
64,2024-09-20,MP24-EN104,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
65,2024-09-20,MP24-EN103,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
65,2024-09-20,MP24-EN103,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
65,2024-09-20,MP24-EN103,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
66,2024-09-20,MP24-EN222,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
66,2024-09-20,MP24-EN222,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
66,2024-09-20,MP24-EN222,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
66,2024-09-20,MP24-EN222,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
67,2024-09-20,MP24-EN102,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
67,2024-09-20,MP24-EN102,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
67,2024-09-20,MP24-EN102,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
68,2023-07-28,DUNE-EN056,Duelist Nexus,Ultra Rare,2024-11-27
68,2023-07-28,DUNE-EN056,Duelist Nexus,Ultra Rare,2024-11-27
69,2023-07-28,DUNE-EN055,Duelist Nexus,Super Rare,2024-11-27
70,2024-09-20,MP24-EN374,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
70,2024-09-20,MP24-EN374,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
71,2024-09-20,MP24-EN372,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
71,2024-09-20,MP24-EN372,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
72,2024-09-20,MP24-EN373,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
72,2024-09-20,MP24-EN373,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
73,2024-09-20,MP24-EN221,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
73,2024-09-20,MP24-EN221,25Th Anniversary Tin: Dueling Mirrors,Ultra Rare,2024-11-27
74,2024-09-20,MP24-EN101,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
74,2024-09-20,MP24-EN101,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
74,2024-09-20,MP24-EN101,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
75,2024-09-20,MP24-EN371,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
75,2024-09-20,MP24-EN371,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
76,2024-09-20,MP24-EN100,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
76,2024-09-20,MP24-EN100,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
76,2024-09-20,MP24-EN100,25Th Anniversary Tin: Dueling Mirrors,Prismatic Secret Rare,2024-11-27
77,2023-07-28,DUNE-EN047,Duelist Nexus,Ultra Rare,2024-11-27
77,2023-07-28,DUNE-EN047,Duelist Nexus,Ultra Rare,2024-11-27
78,2024-09-20,MP24-EN370,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
78,2024-09-20,MP24-EN370,25Th Anniversary Tin: Dueling Mirrors,Common,2024-11-27
79,2023-07-28,DUNE-EN045,Duelist Nexus,Super Rare,2024-11-27
